id	label
0016041	glutamate synthase (ferredoxin) activity
0016084	myostimulatory hormone activity
0016085	myoinhibitory hormone activity
0016149	translation release factor activity, codon specific
0016150	translation release factor activity, codon nonspecific
0016151	nickel cation binding
0016153	urocanate hydratase activity
0016155	formyltetrahydrofolate dehydrogenase activity
0016156	fumarate reductase (NADH) activity
0016157	sucrose synthase activity
0016158	3-phytase activity
0016160	amylase activity
0016161	beta-amylase activity
0016162	cellulose 1,4-beta-cellobiosidase activity
0016163	nitrogenase activity
0016165	lipoxygenase activity
0016166	phytoene dehydrogenase activity
0016167	glial cell-derived neurotrophic factor receptor activity
0016168	chlorophyll binding
0016174	NAD(P)H oxidase activity
0016175	superoxide-generating NADPH oxidase activity
0016176	superoxide-generating NADPH oxidase activator activity
0016205	selenocysteine methyltransferase activity
0016206	catechol O-methyltransferase activity
0016207	4-coumarate-CoA ligase activity
0016208	AMP binding
0016209	antioxidant activity
0016210	naringenin-chalcone synthase activity
0016211	ammonia ligase activity
0016212	kynurenine-oxoglutarate transaminase activity
0016213	linoleoyl-CoA desaturase activity
0016215	acyl-CoA desaturase activity
0016216	isopenicillin-N synthase activity
0016223	beta-alanine-pyruvate transaminase activity
0016229	steroid dehydrogenase activity
0016230	sphingomyelin phosphodiesterase activator activity
0016231	beta-N-acetylglucosaminidase activity
0016232	HNK-1 sulfotransferase activity
0016247	channel regulator activity
0016248	channel inhibitor activity
0016262	protein N-acetylglucosaminyltransferase activity
0016263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity
0016273	arginine N-methyltransferase activity
0016274	protein-arginine N-methyltransferase activity
0016275	[cytochrome c]-arginine N-methyltransferase activity
0016277	[myelin basic protein]-arginine N-methyltransferase activity
0016278	lysine N-methyltransferase activity
0016279	protein-lysine N-methyltransferase activity
0016286	small conductance calcium-activated potassium channel activity
0016287	glycerone-phosphate O-acyltransferase activity
0016289	CoA hydrolase activity
0016290	palmitoyl-CoA hydrolase activity
0016297	acyl-[acyl-carrier-protein] hydrolase activity
0016298	lipase activity
0016300	tRNA (uracil) methyltransferase activity
0016301	kinase activity
0016303	1-phosphatidylinositol-3-kinase activity
0016307	phosphatidylinositol phosphate kinase activity
0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity
0016309	1-phosphatidylinositol-5-phosphate 4-kinase activity
0016312	inositol bisphosphate phosphatase activity
0016314	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity
0016316	phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity
0016361	activin receptor activity, type I
0016362	activin receptor activity, type II
0016401	palmitoyl-CoA oxidase activity
0016402	pristanoyl-CoA oxidase activity
0016403	dimethylargininase activity
0016404	15-hydroxyprostaglandin dehydrogenase (NAD+) activity
0016405	CoA-ligase activity
0016406	carnitine O-acyltransferase activity
0016407	acetyltransferase activity
0016408	C-acyltransferase activity
0016409	palmitoyltransferase activity
0016410	N-acyltransferase activity
0016411	acylglycerol O-acyltransferase activity
0016412	serine O-acyltransferase activity
0016413	O-acetyltransferase activity
0016414	O-octanoyltransferase activity
0016415	octanoyltransferase activity
0016416	O-palmitoyltransferase activity
0016417	S-acyltransferase activity
0016418	S-acetyltransferase activity
0016419	S-malonyltransferase activity
0016420	malonyltransferase activity
0016421	CoA carboxylase activity
0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity
0016423	tRNA (guanine) methyltransferase activity
0016426	tRNA (adenine) methyltransferase activity
0016427	tRNA (cytosine) methyltransferase activity
0016428	tRNA (cytosine-5-)-methyltransferase activity
0016429	tRNA (adenine-N1-)-methyltransferase activity
0016430	tRNA (adenine-N6-)-methyltransferase activity
0016433	rRNA (adenine) methyltransferase activity
0016434	rRNA (cytosine) methyltransferase activity
0016435	rRNA (guanine) methyltransferase activity
0016436	rRNA (uridine) methyltransferase activity
0016437	tRNA cytidylyltransferase activity
0016443	bidentate ribonuclease III activity
0016453	C-acetyltransferase activity
0016454	C-palmitoyltransferase activity
0016462	pyrophosphatase activity
0016463	zinc-exporting ATPase activity
0016491	oxidoreductase activity
0016492	G-protein coupled neurotensin receptor activity
0016493	C-C chemokine receptor activity
0016494	C-X-C chemokine receptor activity
0016495	C-X3-C chemokine receptor activity
0016496	substance P receptor activity
0016497	substance K receptor activity
0016499	orexin receptor activity
0016500	protein-hormone receptor activity
0016501	prostacyclin receptor activity
0016502	nucleotide receptor activity
0016503	pheromone receptor activity
0016504	peptidase activator activity
0016505	apoptotic protease activator activity
0016508	long-chain-enoyl-CoA hydratase activity
0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity
0016515	interleukin-13 receptor activity
0016517	interleukin-12 receptor activity
0016519	gastric inhibitory peptide receptor activity
0016520	growth hormone-releasing hormone receptor activity
0016521	pituitary adenylate cyclase activating polypeptide activity
0016524	latrotoxin receptor activity
0016530	metallochaperone activity
0016531	copper chaperone activity
0016532	superoxide dismutase copper chaperone activity
0016534	cyclin-dependent protein kinase 5 activator activity
0016538	cyclin-dependent protein serine/threonine kinase regulator activity
0016594	glycine binding
0016595	glutamate binding
0016596	thienylcyclohexylpiperidine binding
0016597	amino acid binding
0016603	glutaminyl-peptide cyclotransferase activity
0016608	growth hormone-releasing hormone activity
0016614	oxidoreductase activity, acting on CH-OH group of donors
0016615	malate dehydrogenase activity
0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
0016618	hydroxypyruvate reductase activity
0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
0016621	cinnamoyl-CoA reductase activity
0016622	oxidoreductase activity, acting on the aldehyde or oxo group of donors, cytochrome as acceptor
0016623	oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor
0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
0016625	oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor
0016627	oxidoreductase activity, acting on the CH-CH group of donors
0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
0016629	12-oxophytodienoate reductase activity
0016630	protochlorophyllide reductase activity
0016631	enoyl-[acyl-carrier-protein] reductase activity
0016632	oxidoreductase activity, acting on the CH-CH group of donors, cytochrome as acceptor
0016633	galactonolactone dehydrogenase activity
0016634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor
0016635	oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor
0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
0016638	oxidoreductase activity, acting on the CH-NH2 group of donors
0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
0016642	oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor
0016643	oxidoreductase activity, acting on the CH-NH2 group of donors, iron-sulfur protein as acceptor
0016645	oxidoreductase activity, acting on the CH-NH group of donors
0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
0016647	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor
0016648	oxidoreductase activity, acting on the CH-NH group of donors, disulfide as acceptor
0016649	oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor
0016651	oxidoreductase activity, acting on NAD(P)H
0016652	oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor
0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
0016656	monodehydroascorbate reductase (NADH) activity
0016657	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor
0016661	oxidoreductase activity, acting on other nitrogenous compounds as donors
0016662	oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor
0016663	oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor
0016667	oxidoreductase activity, acting on a sulfur group of donors
0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
0016669	oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor
0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
0016672	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor
0016673	oxidoreductase activity, acting on a sulfur group of donors, iron-sulfur protein as acceptor
0016675	oxidoreductase activity, acting on a heme group of donors
0016676	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
0016677	oxidoreductase activity, acting on a heme group of donors, nitrogenous group as acceptor
0016679	oxidoreductase activity, acting on diphenols and related substances as donors
0016681	oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor
0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
0016684	oxidoreductase activity, acting on peroxide as acceptor
0016688	L-ascorbate peroxidase activity
0016692	NADH peroxidase activity
0016695	oxidoreductase activity, acting on hydrogen as donor
0016696	oxidoreductase activity, acting on hydrogen as donor, NAD or NADP as acceptor
0016699	oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor
0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
0016703	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)
0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
0016706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
0016707	gibberellin 3-beta-dioxygenase activity
0016708	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor
0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
0016710	trans-cinnamate 4-monooxygenase activity
0016711	flavonoid 3'-monooxygenase activity
0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen
0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
0016716	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen
0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
0016719	carotene 7,8-desaturase activity
0016720	delta12-fatty acid dehydrogenase activity
0016721	oxidoreductase activity, acting on superoxide radicals as acceptor
0016722	oxidoreductase activity, oxidizing metal ions
0016723	oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor
0016724	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor
0016725	oxidoreductase activity, acting on CH or CH2 groups
0016726	oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor
0016727	oxidoreductase activity, acting on CH or CH2 groups, oxygen as acceptor
0016728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor
0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
0016731	oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor
0016732	oxidoreductase activity, acting on iron-sulfur proteins as donors, dinitrogen as acceptor
0016740	transferase activity
0016741	transferase activity, transferring one-carbon groups
0016742	hydroxymethyl-, formyl- and related transferase activity
0016743	carboxyl- or carbamoyltransferase activity
0016744	transferase activity, transferring aldehyde or ketonic groups
0016746	transferase activity, transferring acyl groups
0016747	transferase activity, transferring acyl groups other than amino-acyl groups
0016748	succinyltransferase activity
0016749	N-succinyltransferase activity
0016750	O-succinyltransferase activity
0016751	S-succinyltransferase activity
0016752	sinapoyltransferase activity
0016753	O-sinapoyltransferase activity
0016754	sinapoylglucose-malate O-sinapoyltransferase activity
0016755	transferase activity, transferring amino-acyl groups
0016756	glutathione gamma-glutamylcysteinyltransferase activity
0016757	transferase activity, transferring glycosyl groups
0016758	transferase activity, transferring hexosyl groups
0016759	cellulose synthase activity
0016760	cellulose synthase (UDP-forming) activity
0016762	xyloglucan:xyloglucosyl transferase activity
0016763	transferase activity, transferring pentosyl groups
0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
0016767	geranylgeranyl-diphosphate geranylgeranyltransferase activity
0016768	spermine synthase activity
0016769	transferase activity, transferring nitrogenous groups
0016772	transferase activity, transferring phosphorus-containing groups
0016773	phosphotransferase activity, alcohol group as acceptor
0016774	phosphotransferase activity, carboxyl group as acceptor
0016775	phosphotransferase activity, nitrogenous group as acceptor
0016776	phosphotransferase activity, phosphate group as acceptor
0016778	diphosphotransferase activity
0016779	nucleotidyltransferase activity
0016780	phosphotransferase activity, for other substituted phosphate groups
0016781	phosphotransferase activity, paired acceptors
0016782	transferase activity, transferring sulfur-containing groups
0016783	sulfurtransferase activity
0016784	3-mercaptopyruvate sulfurtransferase activity
0016785	transferase activity, transferring selenium-containing groups
0016787	hydrolase activity
0016788	hydrolase activity, acting on ester bonds
0016790	thiolester hydrolase activity
0016791	phosphatase activity
0016793	triphosphoric monoester hydrolase activity
0016794	diphosphoric monoester hydrolase activity
0016795	phosphoric triester hydrolase activity
0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
0016798	hydrolase activity, acting on glycosyl bonds
0016799	hydrolase activity, hydrolyzing N-glycosyl compounds
0016801	hydrolase activity, acting on ether bonds
0016802	trialkylsulfonium hydrolase activity
0016803	ether hydrolase activity
0016805	dipeptidase activity
0016807	cysteine-type carboxypeptidase activity
0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
0016815	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles
0016817	hydrolase activity, acting on acid anhydrides
0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
0016819	hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides
0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
0016822	hydrolase activity, acting on acid carbon-carbon bonds
0016823	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances
0016824	hydrolase activity, acting on acid halide bonds
0016827	hydrolase activity, acting on acid carbon-phosphorus bonds
0016829	lyase activity
0016830	carbon-carbon lyase activity
0016831	carboxy-lyase activity
0016832	aldehyde-lyase activity
0016833	oxo-acid-lyase activity
0016835	carbon-oxygen lyase activity
0016836	hydro-lyase activity
0016837	carbon-oxygen lyase activity, acting on polysaccharides
0016838	carbon-oxygen lyase activity, acting on phosphates
0016840	carbon-nitrogen lyase activity
0016841	ammonia-lyase activity
0016842	amidine-lyase activity
0016843	amine-lyase activity
0016846	carbon-sulfur lyase activity
0016847	1-aminocyclopropane-1-carboxylate synthase activity
0016848	carbon-halide lyase activity
0016849	phosphorus-oxygen lyase activity
0016852	sirohydrochlorin cobaltochelatase activity
0016853	isomerase activity
0016854	racemase and epimerase activity
0016855	racemase and epimerase activity, acting on amino acids and derivatives
0016856	racemase and epimerase activity, acting on hydroxy acids and derivatives
0016857	racemase and epimerase activity, acting on carbohydrates and derivatives
0016859	cis-trans isomerase activity
0016860	intramolecular oxidoreductase activity
0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses
0016862	intramolecular oxidoreductase activity, interconverting keto- and enol-groups
0016863	intramolecular oxidoreductase activity, transposing C=C bonds
0016864	intramolecular oxidoreductase activity, transposing S-S bonds
0016866	intramolecular transferase activity
0016867	intramolecular transferase activity, transferring acyl groups
0016868	intramolecular transferase activity, phosphotransferases
0016869	intramolecular transferase activity, transferring amino groups
0016871	cycloartenol synthase activity
0016872	intramolecular lyase activity
0016874	ligase activity
0016875	ligase activity, forming carbon-oxygen bonds
0016876	ligase activity, forming aminoacyl-tRNA and related compounds
0016877	ligase activity, forming carbon-sulfur bonds
0016878	acid-thiol ligase activity
0016879	ligase activity, forming carbon-nitrogen bonds
0016880	acid-ammonia (or amide) ligase activity
0016881	acid-amino acid ligase activity
0016882	cyclo-ligase activity
0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
0016885	ligase activity, forming carbon-carbon bonds
0016886	ligase activity, forming phosphoric ester bonds
0016887	ATPase activity
0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters
0016889	endodeoxyribonuclease activity, producing 3'-phosphomonoesters
0016890	site-specific endodeoxyribonuclease activity, specific for altered base
0016891	endoribonuclease activity, producing 5'-phosphomonoesters
0016892	endoribonuclease activity, producing 3'-phosphomonoesters
0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters
0016895	exodeoxyribonuclease activity, producing 5'-phosphomonoesters
0016896	exoribonuclease activity, producing 5'-phosphomonoesters
0016898	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor
0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor
0016900	oxidoreductase activity, acting on the CH-OH group of donors, disulfide as acceptor
0016901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors
0016905	myosin heavy chain kinase activity
0016906	sterol 3-beta-glucosyltransferase activity
0016907	G-protein coupled acetylcholine receptor activity
0016909	SAP kinase activity
0016913	follicle-stimulating hormone activity
0016917	GABA receptor activity
0016918	retinal binding
0016920	pyroglutamyl-peptidase activity
0016922	ligand-dependent nuclear receptor binding
0016929	SUMO-specific protease activity
0016933	extracellular-glycine-gated ion channel activity
0016934	extracellular-glycine-gated chloride channel activity
0016936	galactoside binding
0016937	short-branched-chain-acyl-CoA dehydrogenase activity
0016941	natriuretic peptide receptor activity
0016966	nitric oxide reductase activity
0016971	flavin-linked sulfhydryl oxidase activity
0016972	thiol oxidase activity
0016977	chitosanase activity
0016979	lipoate-protein ligase activity
0016984	ribulose-bisphosphate carboxylase activity
0016985	mannan endo-1,4-beta-mannosidase activity
0016987	sigma factor activity
0016989	sigma factor antagonist activity
0016990	arginine deiminase activity
0016992	lipoate synthase activity
0016997	alpha-sialidase activity
0017002	activin-activated receptor activity
0017005	3'-tyrosyl-DNA phosphodiesterase activity
0017016	Ras GTPase binding
0017017	MAP kinase tyrosine/serine/threonine phosphatase activity
0017018	myosin phosphatase activity
0017020	myosin phosphatase regulator activity
0017022	myosin binding
0017024	myosin I binding
0017025	TBP-class protein binding
0017034	Rap guanyl-nucleotide exchange factor activity
0017040	ceramidase activity
0017042	glycosylceramidase activity
0017045	corticotropin-releasing hormone activity
0017046	peptide hormone binding
0017048	Rho GTPase binding
0017049	GTP-Rho binding
0017050	D-erythro-sphingosine kinase activity
0017056	structural constituent of nuclear pore
0017057	6-phosphogluconolactonase activity
0017061	S-methyl-5-thioadenosine phosphorylase activity
0017064	fatty acid amide hydrolase activity
0017065	single-strand selective uracil DNA N-glycosylase activity
0017069	snRNA binding
0017070	U6 snRNA binding
0017075	syntaxin-1 binding
0017076	purine nucleotide binding
0017077	oxidative phosphorylation uncoupler activity
0017080	sodium channel regulator activity
0017081	chloride channel regulator activity
0017082	mineralocorticoid receptor activity
0017089	glycolipid transporter activity
0017091	AU-rich element binding
0017095	heparan sulfate 6-O-sulfotransferase activity
0017096	acetylserotonin O-methyltransferase activity
0017098	sulfonylurea receptor binding
0017099	very-long-chain-acyl-CoA dehydrogenase activity
0017103	UTP:galactose-1-phosphate uridylyltransferase activity
0017105	acyl-CoA delta11-desaturase activity
0017108	5'-flap endonuclease activity
0017110	nucleoside-diphosphatase activity
0017111	nucleoside-triphosphatase activity
0017112	Rab guanyl-nucleotide exchange factor activity
0017113	dihydropyrimidine dehydrogenase (NADP+) activity
0017116	single-stranded DNA-dependent ATP-dependent DNA helicase activity
0017118	lipoyltransferase activity
0017123	Ral GTPase activator activity
0017124	SH3 domain binding
0017125	deoxycytidyl transferase activity
0017127	cholesterol transporter activity
0017128	phospholipid scramblase activity
0017129	triglyceride binding
0017131	uridine-rich cytoplasmic polyadenylylation element binding
0017134	fibroblast growth factor binding
0017136	NAD-dependent histone deacetylase activity
0017137	Rab GTPase binding
0017147	Wnt-protein binding
0017150	tRNA dihydrouridine synthase activity
0017151	DEAD/H-box RNA helicase binding
0017153	sodium:dicarboxylate symporter activity
0017154	semaphorin receptor activity
0017159	pantetheine hydrolase activity
0017160	Ral GTPase binding
0017162	aryl hydrocarbon receptor binding
0017166	vinculin binding
0017168	5-oxoprolinase (ATP-hydrolyzing) activity
0017169	CDP-alcohol phosphatidyltransferase activity
0017171	serine hydrolase activity
0017172	cysteine dioxygenase activity
0017174	glycine N-methyltransferase activity
0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity
0017178	diphthine-ammonia ligase activity
0017188	aspartate N-acetyltransferase activity
0018024	histone-lysine N-methyltransferase activity
0018064	protein-histidine N-methyltransferase activity
0018112	proline racemase activity
0018114	threonine racemase activity
0018169	ribosomal S6-glutamic acid ligase activity
0018271	biotin-protein ligase activity
0018392	glycoprotein 3-alpha-L-fucosyltransferase activity
0018423	protein C-terminal leucine carboxyl O-methyltransferase activity
0018445	prothoracicotrophic hormone activity
0018454	acetoacetyl-CoA reductase activity
0018455	alcohol dehydrogenase [NAD(P)+] activity
0018457	perillyl-alcohol dehydrogenase activity
0018458	isopiperitenol dehydrogenase activity
0018459	carveol dehydrogenase activity
0018461	fluoren-9-ol dehydrogenase activity
0018467	formaldehyde dehydrogenase activity
0018468	alcohol dehydrogenase (acceptor) activity
0018477	benzaldehyde dehydrogenase (NADP+) activity
0018478	malonate-semialdehyde dehydrogenase (acetylating) activity
0018479	benzaldehyde dehydrogenase (NAD+) activity
0018488	aryl-aldehyde oxidase activity
0018492	carbon-monoxide dehydrogenase (acceptor) activity
0018504	cis-1,2-dihydrobenzene-1,2-diol dehydrogenase activity
0018507	cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase activity
0018537	coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity
0018545	NAD(P)H nitroreductase activity
0018564	carbazole 1,9a-dioxygenase activity
0018576	catechol 1,2-dioxygenase activity
0018582	1-hydroxy-2-naphthoate 1,2-dioxygenase activity
0018585	fluorene oxygenase activity
0018601	4-nitrophenol 2-monooxygenase activity
0018628	terephthalate 1,2-dioxygenase activity
0018631	phenylacetate hydroxylase activity
0018636	phenanthrene 9,10-monooxygenase activity
0018662	phenol 2-monooxygenase activity
0018663	2,6-dihydroxypyridine 3-monooxygenase activity
0018664	benzoate 4-monooxygenase activity
0018668	3-hydroxybenzoate 4-monooxygenase activity
0018669	3-hydroxybenzoate 6-monooxygenase activity
0018674	(S)-limonene 3-monooxygenase activity
0018675	(S)-limonene 6-monooxygenase activity
0018678	4-hydroxybenzoate 1-hydroxylase activity
0018685	alkane 1-monooxygenase activity
0018690	4-methoxybenzoate monooxygenase (O-demethylating) activity
0018708	thiol S-methyltransferase activity
0018710	acetone carboxylase activity
0018733	3,4-dihydrocoumarin hydrolase activity
0018738	S-formylglutathione hydrolase activity
0018739	4-hydroxybenzoyl-CoA thioesterase activity
0018741	alkyl sulfatase activity
0018742	epoxide hydrolase B activity
0018750	biuret amidohydrolase activity
0018756	ammeline aminohydrolase activity
0018762	aliphatic nitrilase activity
0018771	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity
0018773	acetylpyruvate hydrolase activity
0018786	haloalkane dehalogenase activity
0018787	4-chlorobenzoyl-CoA dehalogenase activity
0018803	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase activity
0018812	3-hydroxyacyl-CoA dehydratase activity
0018818	acetylene hydratase activity
0018819	lactoyl-CoA dehydratase activity
0018820	cyanamide hydratase activity
0018822	nitrile hydratase activity
0018826	methionine gamma-lyase activity
0018833	DDT-dehydrochlorinase activity
0018845	2-hydroxychromene-2-carboxylate isomerase activity
0018846	styrene-oxide isomerase activity
0018858	benzoate-CoA ligase activity
0018860	anthranilate-CoA ligase activity
0018861	4-chlorobenzoate-CoA ligase activity
0019001	guanyl nucleotide binding
0019002	GMP binding
0019003	GDP binding
0019010	farnesoic acid O-methyltransferase activity
0019103	pyrimidine nucleotide binding
0019104	DNA N-glycosylase activity
0019107	myristoyltransferase activity
0019113	limonene monooxygenase activity
0019114	catechol dioxygenase activity
0019115	benzaldehyde dehydrogenase activity
0019118	phenanthrene-epoxide hydrolase activity
0019119	phenanthrene-9,10-epoxide hydrolase activity
0019120	hydrolase activity, acting on acid halide bonds, in C-halide compounds
0019134	glucosamine-1-phosphate N-acetyltransferase activity
0019135	deoxyhypusine monooxygenase activity
0019136	deoxynucleoside kinase activity
0019137	thioglucosidase activity
0019139	cytokinin dehydrogenase activity
0019143	3-deoxy-manno-octulosonate-8-phosphatase activity
0019144	ADP-sugar diphosphatase activity
0019145	aminobutyraldehyde dehydrogenase activity
0019146	arabinose-5-phosphate isomerase activity
0019147	(R)-aminopropanol dehydrogenase activity
0019148	D-cysteine desulfhydrase activity
0019149	3-chloro-D-alanine dehydrochlorinase activity
0019151	galactose 1-dehydrogenase activity
0019152	acetoin dehydrogenase activity
0019153	protein-disulfide reductase (glutathione) activity
0019154	glycolate dehydrogenase activity
0019156	isoamylase activity
0019158	mannokinase activity
0019159	nicotinamide-nucleotide amidase activity
0019165	thiamine kinase activity
0019166	trans-2-enoyl-CoA reductase (NADPH) activity
0019168	2-octaprenylphenol hydroxylase activity
0019170	methylglyoxal reductase (NADH-dependent) activity
0019171	3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
0019172	glyoxalase III activity
0019177	dihydroneopterin triphosphate pyrophosphohydrolase activity
0019178	NADP phosphatase activity
0019180	dTDP-4-amino-4,6-dideoxygalactose transaminase activity
0019182	histamine-gated chloride channel activity
0019186	acyl-CoA N-acyltransferase activity
0019187	beta-1,4-mannosyltransferase activity
0019198	transmembrane receptor protein phosphatase activity
0019199	transmembrane receptor protein kinase activity
0019200	carbohydrate kinase activity
0019201	nucleotide kinase activity
0019202	amino acid kinase activity
0019203	carbohydrate phosphatase activity
0019204	nucleotide phosphatase activity
0019205	nucleobase-containing compound kinase activity
0019206	nucleoside kinase activity
0019207	kinase regulator activity
0019208	phosphatase regulator activity
0019209	kinase activator activity
0019210	kinase inhibitor activity
0019211	phosphatase activator activity
0019212	phosphatase inhibitor activity
0019213	deacetylase activity
0019215	intermediate filament binding
0019237	centromeric DNA binding
0019238	cyclohydrolase activity
0019239	deaminase activity
0019531	oxalate transmembrane transporter activity
0019534	toxin transporter activity
0019702	protein-arginine N5-methyltransferase activity
0019706	protein-cysteine S-palmitoleyltransferase activity
0019707	protein-cysteine S-acyltransferase activity
0019763	immunoglobulin receptor activity
0019767	IgE receptor activity
0019768	high affinity IgE receptor activity
0019770	IgG receptor activity
0019776	Atg8 ligase activity
0019777	Atg12 ligase activity
0019778	APG12 activating enzyme activity
0019779	APG8 activating enzyme activity
0019780	FAT10 activating enzyme activity
